title,label1,label2,label3,label4,label5
An enhanced method to compute the similarity between concepts of ontology,CSC,,,,
Eigenvalues of symmetric tridiagonal interval matrices revisited,CSC,,,,
PRE-render Content Using Tiles (PRECUT). 1. Large-Scale Compound-Target Relationship Analyses,CSC,,,,
The list chromatic number of graphs with small clique number,,,,,
Topology of Large-Scale Structures of Galaxies in Two Dimensions - Systematic Effects,,PHY,,,
Wiki-index of authors popularity,CSC,,,,
Belyi map for the sporadic group J1,,,,,
"Convolution Semigroups of Probability Measures on Gelfand Pairs, Revisited",,,,,
Toward Optimal Coupon Allocation in Social Networks: An Approximate Submodular Optimization Approach,CSC,,,,
Lefschetz duality for intersection (co)homology,,,,,
Empirical determination of the optimum attack for fragmentation of modular networks,CSC,,,,
Stochastic Non-convex Optimization with Strong High Probability Second-order Convergence,CSC,,STA,,
On the optimality and sharpness of Laguerre's lower bound on the smallest eigenvalue of a symmetric positive definite matrix,CSC,,,,
Attitude Control of a 2U Cubesat by Magnetic and Air Drag Torques,,,,,
"Random Forests, Decision Trees, and Categorical Predictors: The ""Absent Levels"" Problem",CSC,,STA,,
Temporal correlation detection using computational phase-change memory,CSC,,,,
Complexity and capacity bounds for quantum channels,,,,,
Quantum Interference of Glory Rescattering in Strong-Field Atomic Ionization,,PHY,,,
On vector measures and extensions of transfunctions,,,,,
Deep Within-Class Covariance Analysis for Robust Audio Representation Learning,CSC,,,,
Efficient Online Bandit Multiclass Learning with $\tilde{O}(\sqrt{T})$ Regret,,,STA,,
Local Communication Protocols for Learning Complex Swarm Behaviors with Deep Reinforcement Learning,CSC,,STA,,
Towards exascale real-time RFI mitigation,,PHY,,,
Learning body-affordances to simplify action spaces,CSC,,,,
Cayley properties of the line graphs induced by of consecutive layers of the hypercube,,,,,
Beyond the technical challenges for deploying Machine Learning solutions in a software company,CSC,,STA,,
Class-Splitting Generative Adversarial Networks,,,STA,,
Dynamical system analysis of dark energy models in scalar coupled metric-torsion theories,,PHY,,,
J-MOD$^{2}$: Joint Monocular Obstacle Detection and Depth Estimation,CSC,,,,
The Calabi flow with rough initial data,,,,,
Star Formation Activity in the molecular cloud G35.20$-$0.74: onset of cloud-cloud collision,,PHY,,,
Oblivious Routing via Random Walks,CSC,,,,
On Functional Graphs of Quadratic Polynomials,,,,,
Helmholtz decomposition theorem and Blumenthal's extension by regularization,,PHY,,,
A homotopy decomposition of the fibre of the squaring map on $Ω^3S^{17}$,,,,,
Spaces of orders of some one-relator groups,,,,,
Adversarial Attacks on Neural Network Policies,CSC,,STA,,
Stellar streams as gravitational experiments I. The case of Sagittarius,,PHY,,,
Tuning quantum non-local effects in graphene plasmonics,,PHY,,,
Flows along arch filaments observed in the GRIS 'very fast spectroscopic mode',,PHY,,,
Rethinking Information Sharing for Actionable Threat Intelligence,CSC,,,,
More new classes of permutation trinomials over $\mathbb{F}_{2^n}$,,,,,
Distributive Aronszajn trees,,,,,
Analytical solutions for the radial Scarf II potential,,PHY,,,
Gated Multimodal Units for Information Fusion,,,STA,,
Why Condorcet Consistency is Essential,,,STA,,
Birefringence induced by pp-wave modes in an electromagnetically active dynamic aether,,PHY,,,
On generalizations of $p$-sets and their applications,CSC,,,,
Robot human interface for housekepeer with wireless capabilities,CSC,,,,
Modified Frank-Wolfe Algorithm for Enhanced Sparsity in Support Vector Machine Classifiers,CSC,,STA,,
Multi-Task Domain Adaptation for Deep Learning of Instance Grasping from Simulation,CSC,,,,
Bounded Depth Ascending HNN Extensions and $π_1$-Semistability at $\infty$,,,,,
AirSim: High-Fidelity Visual and Physical Simulation for Autonomous Vehicles,CSC,,,,
Hausdorff dimensions in $p$-adic analytic groups,,,,,
Real-time brain machine interaction via social robot gesture control,CSC,,,,
City-Scale Road Audit System using Deep Learning,CSC,,,,
Mass and moment of inertia govern the transition in the dynamics and wakes of freely rising and falling cylinders,,PHY,,,
It Takes Two to Tango: Towards Theory of AI's Mind,CSC,,,,
"On variation of dynamical canonical heights, and Intersection numbers",,,,,
Enhancing the Spectral Hardening of Cosmic TeV Photons by Mixing with Axionlike Particles in the Magnetized Cosmic Web,,PHY,,,
Forecasting in the light of Big Data,,PHY,,,
Adelic point groups of elliptic curves,,,,,
Position Aided Beam Alignment for Millimeter Wave Backhaul Systems with Large Phased Arrays,CSC,,,,
Deep & Cross Network for Ad Click Predictions,CSC,,STA,,
Fan-type spin structure in uni-axial chiral magnets,,PHY,,,
Rotation of a synchronous viscoelastic shell,,PHY,,,
Direct estimation of density functionals using a polynomial basis,CSC,,STA,,
Experimental Evidence on a Refined Conjecture of the BSD type,,,,,
The Tu--Deng Conjecture holds almost surely,CSC,,,,
Convergence Analysis of the Dynamics of a Special Kind of Two-Layered Neural Networks with $\ell_1$ and $\ell_2$ Regularization,CSC,,STA,,
"From bare interactions, low--energy constants and unitary gas to nuclear density functionals without free parameters: application to neutron matter",,PHY,,,
EgoCap: Egocentric Marker-less Motion Capture with Two Fisheye Cameras (Extended Abstract),CSC,,,,
Diffusion Maps meet Nyström,,,STA,,
Multiphase Flows of N Immiscible Incompressible Fluids: An Outflow/Open Boundary Condition and Algorithm,,PHY,,,
Deadly dark matter cusps vs faint and extended star clusters: Eridanus II and Andromeda XXV,,PHY,,,
"Mutual Information, Relative Entropy and Estimation Error in Semi-martingale Channels",CSC,,,,
Testing redMaPPer centring probabilities using galaxy clustering and galaxy-galaxy lensing,,PHY,,,
Criterion of positivity for semilinear problems with applications in biology,,,,,
Axiomatic quantum mechanics: Necessity and benefits for the physics studies,,PHY,,,
Kinetic modelling of competition and depletion of shared miRNAs by competing endogenous RNAs,,,,QBY,
Shortening binary complexes and commutativity of $K$-theory with infinite products,,,,,
Cost-Effective Seed Selection in Online Social Networks,CSC,,,,
Fast Meta-Learning for Adaptive Hierarchical Classifier Design,CSC,,STA,,
Vibrational Density Matrix Renormalization Group,,PHY,,,
Identification and Off-Policy Learning of Multiple Objectives Using Adaptive Clustering,CSC,,,,
Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization,CSC,,STA,,
Spoken English Intelligibility Remediation with PocketSphinx Alignment and Feature Extraction Improves Substantially over the State of the Art,CSC,,STA,,
Second-Order Analysis and Numerical Approximation for Bang-Bang Bilinear Control Problems,,,,,
On the letter frequencies and entropy of written Marathi,CSC,,,,
Robust Orchestration of Concurrent Application Workflows in Mobile Device Clouds,CSC,,,,
Anisotropy and multiband superconductivity in Sr2RuO4,,PHY,,,
"Time-Reversal Breaking in QCD$_4$, Walls, and Dualities in 2+1 Dimensions",,PHY,,,
Comparative Investigation of the High Pressure Autoignition of the Butanol Isomers,,PHY,,,
Selecting optimal minimum spanning trees that share a topological correspondence with phylogenetic trees,CSC,,,,
Noisy Natural Gradient as Variational Inference,CSC,,STA,,
A Game of Life on Penrose tilings,,PHY,,,
"Single and Multiple Vortex Rings in Three-Dimensional Bose-Einstein Condensates: Existence, Stability and Dynamics",,PHY,,,
Dimension-free Wasserstein contraction of nonlinear filters,,,STA,,
Vortex Nucleation Limited Mobility of Free Electron Bubbles in the Gross-Pitaevskii Model of a Superfluid,,PHY,,,
Radio variability and non-thermal components in stars evolving toward planetary nebulae,,PHY,,,
Sequential testing for structural stability in approximate factor models,,,STA,,
Susceptibility Propagation by Using Diagonal Consistency,,,STA,,
Performance Analysis of Ultra-Dense Networks with Elevated Base Stations,CSC,,,,
Learning to Drive in a Day,CSC,,STA,,
Strong-coupling of WSe2 in ultra-compact plasmonic nanocavities at room temperature,,PHY,,,
Stigmergy-based modeling to discover urban activity patterns from positioning data,CSC,PHY,,,
BiHom-Lie colour algebras structures,,,,,
Clustering of Gamma-Ray bursts through kernel principal component analysis,,PHY,STA,,
Bounded gaps between primes in short intervals,,,,,
Handover analysis of the Improved Phantom Cells,CSC,,,,
Bayesian Joint Topic Modelling for Weakly Supervised Object Localisation,CSC,,,,
Psychological model of the investor and manager behavior in risk,,,,,QFI
Constraints on Super-Earths Interiors from Stellar Abundances,,PHY,,,
Software correlator for Radioastron mission,,PHY,,,
Isogenies for point counting on genus two hyperelliptic curves with maximal real multiplication,CSC,,,,
On the self-duality of rings of integers in tame and abelian extensions,,,,,
Forecasting Transformative AI: An Expert Survey,CSC,,,,
"Change of grading, injective dimension and dualizing complexes",,,,,
Approximately certifying the restricted isometry property is hard,CSC,,,,
A compact design for velocity-map imaging energetic electrons and ions,,PHY,,,
Multiset Combinatorial Batch Codes,CSC,,,,
Thermoelectric Cooperative Effect in Three-Terminal Elastic Transport through a Quantum Dot,,PHY,,,
DeepSaucer: Unified Environment for Verifying Deep Neural Networks,CSC,,,,
Checklists to Support Test Charter Design in Exploratory Testing,CSC,,,,
Fast non-destructive parallel readout of neutral atom registers in optical potentials,,PHY,,,
Binaural Source Localization based on Modulation-Domain Features and Decision Pooling,CSC,,,,
Dynamic Shrinkage Processes,,,STA,,
A Multiple Source Framework for the Identification of Activities of Daily Living Based on Mobile Device Data,CSC,,,,
Maximum likelihood estimators based on the block maxima method,,,STA,,
Hipsters on Networks: How a Small Group of Individuals Can Lead to an Anti-Establishment Majority,CSC,PHY,,,
Optimal Identity Testing with High Probability,CSC,,STA,,
Handling state space explosion in verification of component-based systems: A review,CSC,,,,
A Framework for Relating the Structures and Recovery Statistics in Pressure Time-Series Surveys for Dust Devils,,PHY,,,
"Investigation on different physical aspects such as structural, elastic, mechanical, optical properties and Debye temperature of Fe2ScM (M = P and As) semiconductors: a DFT based first principles study",,PHY,,,
Optimal Envelope Approximation in Fourier Basis with Applications in TV White Space,CSC,,,,
The curl operator on odd-dimensional manifolds,,,,,
Topology optimization for transient response of structures subjected to dynamic loads,,PHY,,,
Generalized Lambert series and arithmetic nature of odd zeta values,,,,,
Perfect phylogenies via branchings in acyclic digraphs and a generalization of Dilworth's theorem,CSC,,,,
Towards a Service-oriented Platform for Intelligent Apps in Intermediate Cities,CSC,,,,
Fully Bayesian Estimation Under Informative Sampling,,,STA,,
Bistable reaction equations with doubly nonlinear diffusion,,,,,
Static Free Space Detection with Laser Scanner using Occupancy Grid Maps,CSC,,,,
Proactive Edge Computing in Latency-Constrained Fog Networks,CSC,,,,
Deuterium fractionation and H2D+ evolution in turbulent and magnetized cloud cores,,PHY,,,
Experimental data over quantum mechanics simulations for inferring the repulsive exponent of the Lennard-Jones potential in Molecular Dynamics,,PHY,STA,,
Ensemble Sampling,CSC,,STA,,
Failures of Gradient-Based Deep Learning,CSC,,STA,,
Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result,,PHY,,,
A Data-Driven Sparse-Learning Approach to Model Reduction in Chemical Reaction Networks,CSC,,,,
Parity-Forbidden Transitions and Their Impacts on the Optical Absorption Properties of Lead-Free Metal Halide Perovskites and Double Perovskites,,PHY,,,
Identification of microRNA clusters cooperatively acting on Epithelial to Mesenchymal Transition in Triple Negative Breast Cancer,,,,QBY,
A Belief Propagation Algorithm for Multipath-Based SLAM,CSC,,,,
Local methods for blocks of finite simple groups,,,,,
Motion Planning for a Humanoid Mobile Manipulator System,CSC,,,,
End-to-end Planning of Fixed Millimeter-Wave Networks,CSC,,,,
A giant planet undergoing extreme ultraviolet irradiation by its hot massive-star host,,PHY,,,
"Characterizing videos, audience and advertising in Youtube channels for kids",CSC,,,,
Vanishing theorems for the negative K-theory of stacks,,,,,
Gravitational radiation from compact binary systems in screened modified gravity,,PHY,,,
weedNet: Dense Semantic Weed Classification Using Multispectral Images and MAV for Smart Farming,CSC,,,,
An explicit determination of the $K$-theoretic structure constants of the affine Grassmannian associated to $SL_2$,,,,,
The Correct Application of Variance Concept in Measurement Theory,,,STA,,
A Generalized Framework for the Estimation of Causal Moderation Effects with Randomized Treatments and Non-Randomized Moderators,,,STA,,
Spherical Functions on Riemannian Symmetric Spaces,,,,,
Modular curves with infinitely many cubic points,,,,,
Semi-Analytical Perturbative Approaches to Third Body Resonant Trajectories,,PHY,,,
 Robust and Imperceptible Adversarial Attacks on Capsule Networks,CSC,,STA,,
